Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR019476	Type IV secretion system coupling protein TraD, DNA-binding domain	interpro	domain		PF10412	
IPR019518	DNA endonuclease Ctp1, N-terminal	interpro	domain		PF10482	
IPR019525	Nuclear respiratory factor 1, NLS/DNA-binding, dimerisation domain	interpro	domain		PF10491	
IPR019548	CTF transcription factor/nuclear factor 1, N-terminal	interpro	domain		PF10524	
IPR019739	CTF transcription factor/nuclear factor 1, conserved site	interpro	conserved_site		PS00349	
IPR019760	DNA-directed DNA polymerase, family A, conserved site	interpro	conserved_site		PS00447	GO:0003887,GO:0006260
IPR019761	DNA-directed RNA polymerase M, 15kDa subunit, conserved site	interpro	conserved_site		PS01030	
IPR019843	DNA polymerase family X, binding site	interpro	binding_site		PS00522	GO:0016779
IPR019889	DNA helicase, DnaB-like, phage	interpro	family		TIGR03600	
IPR019925	DNA repair protein, predicted	interpro	family		TIGR03623	
IPR019947	DNA photolyase class 1, 8-HDF type	interpro	family		TIGR03556	
IPR019969	DNA-directed RNA polymerase subunit Rpo2	interpro	family		TIGR03670	GO:0003677,GO:0003899,GO:0008270,GO:0006351
IPR020045	DNA polymerase I-like, H3TH domain	interpro	domain		cd09898,PF01367	GO:0003677,GO:0003824
IPR020085	DNA delivery protein, P32/P34	interpro	family		PF11087	GO:0039641
IPR020313	Double-stranded DNA-binding protein	interpro	family		PF11126	
IPR020342	Bacteriophage T4, Gp16, DNA-packaging	interpro	family		PF11053	
IPR020354	Competence, DNA-entry nuclease inhibitor, ComJ	interpro	family		PF11033	
IPR020448	Maltose fermentation regulatory protein, DNA-binding domain	interpro	domain		PR00054	GO:0000981,GO:0003677,GO:0008270,GO:0006355,GO:0005634
IPR020563	Crossover junction endodeoxyribonuclease RuvC, magnesium-binding site	interpro	binding_site		PS01321	GO:0008821
IPR020584	DNA recombination/repair protein RecA, conserved site	interpro	conserved_site		PS00321	GO:0003677,GO:0005524,GO:0008094,GO:0006259
IPR020587	DNA recombination and repair protein RecA, monomer-monomer interface	interpro	domain		PS50163	GO:0003677,GO:0005524,GO:0008094,GO:0006259
IPR020588	DNA recombination and repair protein RecA-like, ATP-binding domain	interpro	domain		PS50162	GO:0003677,GO:0005524,GO:0140664,GO:0006281
IPR020591	Chromosomal replication control, initiator DnaA-like	interpro	family		PR00051	
IPR020604	CTF transcription factor/nuclear factor 1, DNA-binding domain	interpro	domain		PS51080	GO:0003700,GO:0006355,GO:0005634
IPR020607	DNA primase DnaG, archaea	interpro	family		MF_00007	GO:0003896,GO:0008143,GO:0000178
IPR020629	Formamidopyrimidine-DNA glycosylase	interpro	family		MF_00103,TIGR00577	GO:0003906,GO:0008270,GO:0008534,GO:0006281
IPR020667	DNA mismatch repair protein, MutL	interpro	family		MF_00149	GO:0006298
IPR020708	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site	interpro	conserved_site		PS01111	GO:0003677,GO:0003899,GO:0006351
IPR020816	Histone-like DNA-binding protein, conserved site	interpro	conserved_site		PS00045	GO:0003677
IPR020900	Arginine repressor, DNA-binding domain	interpro	domain		PF01316	GO:0003700,GO:0006355,GO:0006525
IPR020906	Double-stranded DNA-binding Cren7	interpro	family		PF11520,MF_01387	GO:0003690,GO:0005737
IPR020917	Primosomal protein 1	interpro	family		MF_01061	GO:0006260,GO:1990077
IPR020923	DNA ligase B	interpro	family		MF_01587	GO:0003911,GO:0006259,GO:0006260
IPR021009	Motility repressor MogR, DNA-binding domain	interpro	domain		PF12181	
IPR021011	DNA replication regulator, HobA	interpro	family		PF12163	
IPR021029	DNA polymerase III, tau subunit, domain V	interpro	domain		PF12170	GO:0003887
IPR021059	DnaJ-related protein, N-terminal	interpro	domain		PF12339	
IPR021068	HTH DNA binding domain	interpro	domain		PF11972	
IPR021098	Bacteriophage P22, Gp10, DNA-stabilising	interpro	family		PF11134	
IPR021104	KfrA, N-terminal DNA-binding domain	interpro	domain		PF11740	
IPR021110	DNA replication/checkpoint protein	interpro	family		PF11719	GO:0006260
IPR021143	Pyrimidine dimer DNA glycosylase, endonuclease V type	interpro	family		PIRSF500103	
IPR021170	DnaJ homologue subfamily C member 10	interpro	family		PIRSF037293	GO:0015036,GO:0034975,GO:0005783
IPR021188	N6 adenine-specific DNA methyltransferase, TaqI class	interpro	family		PIRSF037236	
IPR021289	Recombination, repair and ssDNA binding protein UvsY	interpro	family		PF11056	
IPR021536	DNA ligase IV domain	interpro	domain		PF11411	GO:0003910
IPR021639	DNA polymerase catalytic subunit Pol, C-terminal	interpro	domain		PF11590	GO:0003887,GO:0004523
IPR021668	Telomere-length maintenance and DNA damage repair	interpro	domain		SM01342,PF11640	GO:0004674
IPR021961	Type IV methyl-directed restriction enzyme EcoKMcrB subunit, DNA-binding domain	interpro	domain		PF12102	
IPR022000	Min27-like integrase, DNA-binding domain	interpro	domain		PF12167	
IPR022001	DNA polymerase III subunit tau, DnaB-binding domain IV	interpro	domain		PF12168	
IPR022092	TATA element modulatory factor 1 DNA binding	interpro	family		PF12329	
IPR022107	DNA polymerase III, subunit gamma/ tau, C-terminal	interpro	domain		PF12362	
IPR022161	DNA helicase IV, N-terminal domain	interpro	domain		PF12462	
IPR022311	DNA polymerase/3'-5' exonuclease PolX-like	interpro	family		PIRSF005047	
IPR022312	DNA polymerase family X	interpro	family		PTHR11276,PR00869	GO:0003677,GO:0003887,GO:0006281
IPR022572	DNA replication/recombination mediator RecO, N-terminal	interpro	domain		PF13114,PF11967	
IPR022595	Enterobacter phage Enc34, ssDNA-binding protein	interpro	family		PF10991	
IPR022634	DNA polymerase III, beta sliding clamp, N-terminal	interpro	domain		PF00712	GO:0003677,GO:0003887,GO:0008408,GO:0006260,GO:0009360
IPR022635	DNA polymerase III, beta sliding clamp, C-terminal	interpro	domain		PF02768	GO:0003677,GO:0003887,GO:0008408,GO:0006260,GO:0009360
IPR022637	DNA polymerase III, beta sliding clamp, central	interpro	domain		PF02767	GO:0003887,GO:0008408,GO:0006260,GO:0009360
IPR022702	DNA (cytosine-5)-methyltransferase 1, replication foci domain	interpro	domain		PF12047	
IPR022749	N6 adenine-specific DNA methyltransferase, N-terminal domain	interpro	domain		PF12161	
IPR022754	DNA polymerase III, gamma subunit, domain III	interpro	domain		PF12169	GO:0003887
IPR022765	Dna2/Cas4, domain of unknown function DUF83	interpro	domain		PF01930	
IPR022842	DNA-directed RNA polymerase subunit Rpo3/Rpb3/RPAC1	interpro	family		MF_00320	GO:0003899,GO:0006351
IPR022864	DnaA regulatory inactivator Hda, Enterobacteriaceae	interpro	family		MF_01158	
IPR022865	DNA ligase, ATP-dependent, bacterial/archaeal	interpro	family		MF_00407	GO:0003910
IPR022880	DNA polymerase IV	interpro	family		cd03586,MF_01113	GO:0003887
IPR022889	DNA-binding protein, archaeal	interpro	family		MF_00026	
IPR022905	DNA-directed RNA polymerase subunit Rpo11-like	interpro	family		MF_00261	GO:0003899,GO:0006351
IPR022965	ATP-dependent DNA helicase Hel308	interpro	family		MF_00442	GO:0004386
IPR022982	DNA double-strand break repair Rad50 ATPase, archaeal type	interpro	family		MF_00449	
IPR023067	DNA protection during starvation protein, gammaproteobacteria	interpro	family		MF_01441	GO:0016722
IPR023070	DnaA initiator-associating protein	interpro	family		MF_01157	
IPR023073	DNA polymerase, error-prone	interpro	family		MF_01902	GO:0003887
IPR023135	N6 adenine-specific DNA methyltransferase, TaqI class, C-terminal	interpro	homologous_superfamily		G3DSA:3.90.220.10	
IPR023170	Helix-hairpin-helix, base-excision DNA repair, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.1670.10	
IPR023188	DNA-binding protein Dps, conserved site	interpro	conserved_site		PS00819,PS00818	GO:0016722
IPR023211	DNA polymerase, palm domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.1600.10	
IPR023247	Dynein-f, intermediate chain IC97/Dnai7-like	interpro	family		PR02043,PTHR20929	
IPR023278	Ethylene insensitive 3-like protein, DNA-binding domain superfamily	interpro	homologous_superfamily		SSF116768,G3DSA:1.10.3180.10	GO:0003700,GO:0005634
IPR023400	DNA recombination and repair protein RecA, C-terminal, superfamily	interpro	homologous_superfamily		SSF54752	
IPR023405	DNA topoisomerase, type IA, core domain	interpro	homologous_superfamily		SSF56712	
IPR023406	DNA topoisomerase, type IA, active site	interpro	active_site		PS00396	GO:0003917
IPR023464	DNA-directed RNA polymerase subunit Rpo12	interpro	family		MF_00615	GO:0003677,GO:0003899,GO:0006351
IPR023502	G/U mismatch-specific DNA glycosylase MUG, bacterial	interpro	family		MF_01956	GO:0000700,GO:0006285
IPR023546	Methylated-DNA--protein-cysteine methyltransferase	interpro	family		MF_00772	GO:0003824,GO:0006281
IPR023639	DNA primase small subunit PriS	interpro	family		MF_00700	GO:0003896
IPR023642	DNA primase large subunit PriL	interpro	family		cd06560,MF_00701	GO:0003896
IPR023763	DNA integrity scanning protein, DisA	interpro	family		MF_01438	
IPR023772	DNA-binding HTH domain, TetR-type, conserved site	interpro	conserved_site		PS01081	
IPR023859	DNA-binding protein, curved-DNA	interpro	family		MF_01154	
IPR023874	DNA modification/repair radical SAM protein, putative	interpro	family		TIGR03916,SFLDG01102	
IPR023875	DNA repair protein, putative	interpro	family		TIGR03915	
IPR023983	DNA sulphur modification system-associated protein 4	interpro	family		TIGR04062	
IPR024012	DNA phosphorothioation system restriction enzyme, putative	interpro	family		TIGR04095	
IPR024061	NDT80 DNA-binding domain	interpro	domain		PF05224,PS51517	GO:0003677
IPR024065	DNA topoisomerase V, catalytic domain superfamily	interpro	homologous_superfamily		SSF140979	
IPR024075	DNA-directed RNA polymerase, helix hairpin domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.260	GO:0003899
IPR024305	Single-stranded DNA binding protein DdrB-like	interpro	family		PF12747	
IPR024345	DNA maturase, bacteriophage T7-like	interpro	family		PF11123	
IPR024586	DnaJ-like protein C11, C-terminal	interpro	domain		PF11875	
IPR024596	DNA-directed RNA polymerase subunit beta/EpuA	interpro	family		PF11772	
IPR024633	DnaA N-terminal domain	interpro	domain		PF11638	
IPR024639	DNA polymerase epsilon subunit B, N-terminal	interpro	domain		PF12213	
IPR024647	DNA polymerase alpha catalytic subunit, N-terminal domain	interpro	domain		PF12254	
IPR024661	DNA-directed RNA polymerase III, subunit Rpc31	interpro	family		PF11705,PIRSF000777,PTHR15367	GO:0006383
IPR024728	DNA polymerase type-Y, HhH motif	interpro	conserved_site		PF11798	
IPR024754	DNA polymerase III PolC-like, N-terminal domain II	interpro	domain		PF11490	
IPR024824	Growth arrest and DNA damage-inducible protein GADD45	interpro	family		PTHR10411	GO:0051726,GO:0005634
IPR024826	DNA polymerase delta/II small subunit family	interpro	family		PTHR10416	
IPR024911	DNA gyrase inhibitor GyrI	interpro	family		MF_01896	GO:0008657
IPR024918	3'-5' ssDNA/RNA exonuclease TatD	interpro	family		MF_00901	GO:0008408
IPR024967	DNA-binding domain, IS481-type	interpro	domain		PF13011	
IPR025147	DNA packaging protein FI	interpro	family		PF14000	
IPR025166	Integrase, DNA-binding domain	interpro	domain		PF13356	
IPR025199	DNA translocase FtsK, 4TM region	interpro	domain		PF13491	
IPR025260	Chromodomain-helicase-DNA-binding protein 1-like, C-terminal domain	interpro	domain		SM01176,PF13907	
IPR025382	CD-NTase associated protein 4-like, DNA endonuclease domain	interpro	domain		PF14130	GO:0004518
IPR025680	Double-stranded DNA deaminase immunity protein DddI	interpro	family		PF14430	
IPR025687	C4-type zinc-finger of DNA polymerase delta	interpro	domain		PF14260	
IPR025707	Predicted DNA-binding protein with PD1-like DNA-binding motif	interpro	family		PIRSF016702	
IPR025830	DNA-binding domain, ovate family-like	interpro	domain		PF13724	GO:0003677
IPR025831	ATP-dependent DNA helicase RecG, C-terminal domain	interpro	domain		PF13749	
IPR025898	Tc3 transposase, DNA binding domain	interpro	domain		PF11427	GO:0003677
IPR025927	Potential DNA-binding domain	interpro	domain		PF13891	
IPR026052	DNA-binding protein inhibitor	interpro	family		PTHR11723	GO:0000122,GO:0045892,GO:0005737
IPR026095	Myb/SANT-like DNA-binding domain-containing protein	interpro	family		PTHR22666	
IPR026162	Myb/SANT-like DNA-binding domain-containing protein 4	interpro	family		PTHR21732	
IPR026213	DNA-directed RNA polymerase II subunit GRINL1	interpro	family		PR02085,PF15328	GO:0003711,GO:0006368,GO:0005634
IPR026256	DNA transformation protein TfoX-like, gammaproteobacteria	interpro	family		PIRSF028788	GO:0030420
IPR026282	DNA-binding protein, MJ1563 type	interpro	family		PIRSF006707	
IPR026333	ATP-dependent DNA ligase, PP_1105 family	interpro	family		TIGR04120	
IPR026336	Ligase-associated DNA damage response endonuclease PdeM-like	interpro	family		TIGR04123	
IPR026353	Hypoxanthine-DNA glycosylase	interpro	family		TIGR04274	
IPR026360	Putative exonuclease, DNA ligase-associated	interpro	family		TIGR04122	
IPR026362	DEXH box helicase, DNA ligase-associated	interpro	family		TIGR04121	
IPR026440	DNA phosphorothioation-associated DGQHR protein 1	interpro	family		TIGR04172	
IPR026577	Replication modulator SeqA, C-terminal DNA-binding domain	interpro	domain		PF03925	GO:0003677
IPR026697	Dynein axonemal assembly factor 6	interpro	family		PTHR21083	GO:0051087,GO:0070286
IPR026851	DNA replication ATP-dependent helicase/nuclease Dna2/JHS1, DEXXQ-box helicase domain	interpro	domain		cd18041	GO:0017116
IPR026894	DNAJ-containing protein, X-domain	interpro	domain		PF14308	
IPR027031	Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2	interpro	family		PTHR10745	
IPR027109	SWR1-complex protein 4/DNA methyltransferase 1-associated protein 1	interpro	family		PTHR12855	GO:0006281,GO:0006338,GO:0035267
IPR027249	DNA-directed DNA/RNA polymerase mu	interpro	family		PIRSF501176	GO:0003887,GO:0006281,GO:0005634
IPR027292	DNA nucleotidylexotransferase (TdT)	interpro	family		PIRSF501175	GO:0003912
IPR027296	DNA fragmentation factor 45kDa, C-terminal	interpro	homologous_superfamily		SSF81783	
IPR027362	DNA topoisomerase I, C-terminal	interpro	homologous_superfamily		G3DSA:1.20.120.380	
IPR027395	Winged helix DNA-binding domain	interpro	domain		PF13601	
IPR027421	DNA polymerase lambda lyase domain superfamily	interpro	homologous_superfamily		SSF47802,G3DSA:1.10.150.110	
IPR027444	DNA-binding protein H-NS-like, C-terminal domain	interpro	domain		SM00528,PF00816	GO:0003677
IPR027883	Regulator of DNA class I crossover intermediates 1-like	interpro	family		PTHR35158,PF15089	
IPR028002	Myb/SANT-like DNA-binding domain 5	interpro	domain		PF13873	
IPR028040	Type 2 DNA topoisomerase 6 subunit B-like	interpro	family		PTHR14652,PF15091	GO:0042138
IPR028088	Helix-turn-helix DNA-binding domain of Spt6	interpro	domain		PF14641	GO:0003677
IPR028112	DNA polymerase III PolC-type, N-terminal domain I	interpro	domain		PF14480	
IPR028207	DNA polymerase beta, palm domain	interpro	domain		PF14792	
IPR028235	Dynein assembly factor 3, C-terminal domain	interpro	domain		PF14740	
IPR028350	DNA replication protein DnaC/insertion sequence IstB-like	interpro	family		PIRSF003073	
IPR028363	DNA-directed RNA polymerase, subunit RPB6	interpro	family		PIRSF500154	GO:0003899,GO:0006351,GO:0005634,GO:0005665
IPR028612	DNA topoisomerase I, type IA	interpro	family		MF_00952	GO:0003677,GO:0003916,GO:0006265
IPR028727	Chromodomain-helicase-DNA-binding protein 5, DEAH-box helicase domain	interpro	domain		cd18057	GO:0005524
IPR028880	ATP-dependent DNA helicase Rrm3	interpro	family		MF_03177	GO:0003678,GO:0000723,GO:0006260,GO:0005657
IPR029119	Adenine DNA glycosylase, C-terminal	interpro	domain		cd03431,PF14815	
IPR029262	DNA-directed RNA polymerase, N-terminal	interpro	domain		SM01311,PF14700	
IPR029291	DNA binding protein Tfx, C-terminal	interpro	domain		PF14601	
IPR029319	DNA ligase, OB-like domain	interpro	domain		PF14743	
IPR029398	DNA polymerase beta, thumb domain	interpro	domain		PF14791	
IPR029460	DNA polymerase, helix-hairpin-helix motif	interpro	domain		PF14579	
IPR029493	ATP-dependent RecD2 DNA helicase-like, helix-hairpin-helix domain	interpro	domain		PF14490	
IPR029494	ssDNA thymidine ADP-ribosyltransferase, DarT	interpro	domain		PF14487,PS52018	
IPR029703	DNA polymerase epsilon catalytic subunit	interpro	family		PTHR10670	GO:0003677,GO:0003887,GO:0006260,GO:0006281,GO:0008622
IPR029710	DNA ligase 4	interpro	family		PTHR45997	GO:0003677,GO:0003910,GO:0005524,GO:0006281,GO:0051103
IPR029757	DNA-directed RNA polymerase subunit delta	interpro	family		TIGR04567,MF_00357	GO:0006351,GO:0006355
IPR029839	Signal transducer and activator of transcription 4, DNA-binding domain	interpro	domain		cd16848	GO:0003700
IPR030094	AT-rich interactive domain-containing protein 1A, ARID/BRIGHT DNA binding domain	interpro	domain		cd16876	GO:0003677
IPR030408	AT-rich interactive domain-containing protein 5B, ARID/BRIGHT DNA binding domain	interpro	domain		cd16885	
IPR030482	p53 and DNA damage-regulated protein 1	interpro	family		PTHR21162	
IPR030488	DNA (cytosine-5)-methyltransferase 3B, ADD domain	interpro	domain		cd11728	GO:0009008,GO:0010468
IPR030547	DNA repair protein XRCC2	interpro	family		PTHR46644	GO:0000724,GO:0006281,GO:0005657,GO:0033063
IPR030548	DNA repair protein RAD51 homologue 2	interpro	family		PTHR46456	GO:0003677,GO:0000724,GO:0006281,GO:0033063
IPR030559	DNA polymerase zeta catalytic subunit	interpro	family		PTHR45812	GO:0006281,GO:0019985,GO:0016035
IPR030846	DNA primase DnaG, bacteria	interpro	family		PIRSF002811,MF_00974	GO:0003896,GO:0008270,GO:0006269
IPR030882	Putative DNA helicase Rad25, archaea	interpro	family		MF_01489	
IPR030892	DnaD family protein	interpro	family		TIGR04548	
IPR031047	DNA helicase INO80, DEAQ-box helicase domain	interpro	domain		cd18002	GO:0005524,GO:0140658,GO:0006281,GO:0006338,GO:0006351,GO:0005634,GO:0031011
IPR031053	Chromodomain-helicase-DNA-binding protein 1-like	interpro	family		PTHR47157	GO:0003678,GO:0006281,GO:0006338
IPR031303	DNA methylase, C-5 cytosine-specific, conserved site	interpro	conserved_site		PS00095	
IPR031404	Regulator of rDNA transcription 14	interpro	family		PF17075	
IPR031531	Dynein axonemal assembly factor 8	interpro	family		PTHR35977,PF15773	GO:0070840
IPR031555	DNA-directed RNA polymerase subunit Rpo8	interpro	family		PF16992,MF_00866	
IPR031619	DNA transfer protein	interpro	family		PF16928	
IPR031633	DNA replication complex GINS protein SLD5, C-terminal	interpro	domain		cd21692,PF16922	
IPR031760	Centromere DNA-binding protein complex CBF3 subunit B, C-terminal	interpro	domain		PF16846	
IPR031891	DNA-mimic protein DMP12	interpro	family		cd14245,PF16779	
IPR031900	Lactococcus phage single-stranded DNA binding protein	interpro	family		PF16773	
IPR031916	DNA ligase 3, BRCT domain	interpro	domain		PF16759	
IPR031988	DNA primase DnaG, C-terminal helicase-binding domain	interpro	domain		PF16730	
IPR031991	DNA repair protein Rev1, C-terminal	interpro	domain		PF16727	
IPR032042	Protection of telomeres protein 1, ssDNA-binding domain	interpro	domain		PF16686	GO:0043047
IPR032054	DNA replication factor Cdt1, C-terminal	interpro	domain		cd08767,PF16679	
IPR032066	DNA-packaging protein gp3	interpro	family		PF16677	
IPR032189	DNA mismatch repair protein Mlh1, C-terminal	interpro	domain		PF16413	
IPR032200	Transcription factor COE, DNA-binding domain	interpro	domain		cd11606,PF16422	GO:0003677
IPR032284	ATP-dependent DNA helicase RecQ, zinc-binding domain	interpro	domain		PF16124	
IPR032355	SATB, CUT1-like DNA-binding domain	interpro	domain		PS51983,PF16557	GO:0003677
IPR032437	RecQ-like DNA helicase BLM, N-terminal domain	interpro	domain		PF16202	
IPR032439	RecQ-like DNA helicase BLM, BDHCT-box associated domain	interpro	domain		PF16204	
IPR032579	DNA glycosylase Phe SMUG2-like	interpro	family		cd19375	
IPR032642	DNA mismatch repair protein Msh2, ATP-binding cassette domain	interpro	domain		cd03285	GO:0005524
IPR032673	DNA photolyase class 2, conserved site	interpro	conserved_site		PS01084,PS01083	
IPR032724	Double-stranded DNA deaminase toxin A	interpro	family		PF14428	
IPR032780	DNA polymerase III subunit delta, C-terminal	interpro	domain		PF14840	
IPR032852	DNA oxidative demethylase ALKBH2	interpro	family		PTHR31573	GO:0006281
IPR032854	Alkylated DNA repair protein alkB homologue 3	interpro	family		PTHR31212	GO:0051213,GO:0006281,GO:0006307
IPR032885	DNA double-strand break repair protein Mre11, archaea-type	interpro	family		MF_02044	GO:0006302
IPR033125	Deoxyribonuclease I, conservied site	interpro	conserved_site		PS00918	
IPR033136	NAD-dependent DNA ligase, conserved site	interpro	conserved_site		PS01056	
IPR033246	DNA-binding protein BIN4	interpro	family		PTHR34810	GO:0003690,GO:0042023,GO:0009330
IPR033312	DNA damage-binding protein 2	interpro	family		PTHR15169	GO:0003684,GO:0006281,GO:0005634,GO:0080008
IPR033316	DNA endonuclease RBBP8-like	interpro	family		PTHR15107	
IPR033685	DNA primase	interpro	family		MF_04011	GO:0003896,GO:0039686
IPR033787	ssDNA-binding protein ThermoDBP	interpro	domain		PF18361,cd11603	GO:0003697
IPR033882	DNA damage inducible protein 1 ubiquitin-like domain	interpro	domain		cd01796	
IPR033898	DNA-directed RNA polymerases I and III subunit AC19	interpro	family		cd07029	
IPR033901	DNA-directed RNA polymerases I and III subunit AC40	interpro	family		cd07032	GO:0001054,GO:0001056
IPR034072	DNA-binding protein SMUBP-2, R3H domain	interpro	domain		cd02641	
IPR034144	DNA topoisomerase 3-like, TOPRIM domain	interpro	domain		cd03362	
IPR034149	DNA topoisomerase 1, TOPRIM domain	interpro	domain		cd03363	
IPR034151	Bacterial DnaG primase, TOPRIM domain	interpro	domain		cd03364	
IPR034154	Archaeal primase DnaG/twinkle-like, TOPRIM domain	interpro	domain		cd01029	
IPR034157	DNA topoisomerase 2, TOPRIM domain	interpro	domain		cd03365	
IPR034160	DNA gyrase subunit B, TOPRIM domain	interpro	domain		cd03366	
IPR034254	DNAJC17, RNA recognition motif	interpro	domain		cd12429	
IPR034566	Type 2 DNA topoisomerase 6 subunit B-like, plants	interpro	family		PTHR36722	GO:0042138
IPR034678	DNA-directed RNA polymerase subunit RpoC1	interpro	family		MF_01323	GO:0003899,GO:0006351
IPR034699	DNA-directed DNA polymerase T7	interpro	family		MF_04101	GO:0008408,GO:0006261
IPR034711	DNA replication helicase, Herpesvirus	interpro	family		MF_04030	
IPR034724	Chromodomain-helicase-DNA-binding protein 8	interpro	family		MF_03071	GO:0006338
IPR034749	DNA-directed DNA polymerase T4 type	interpro	family		MF_04100	GO:0003677,GO:0003887,GO:0008408,GO:0039693
IPR034829	DnaD-like domain superfamily	interpro	homologous_superfamily		SSF158499,G3DSA:1.10.10.630	
IPR035184	DNA replication protein 17	interpro	family		PF17549	GO:0039693
IPR035209	Floricaula/leafy, DNA-binding C-terminal domain	interpro	domain		PF17538	GO:0003677
IPR035386	Arm, DNA-binding domain	interpro	domain		PF17293	
IPR035408	Phage single-stranded DNA-binding protein	interpro	family		PF17427	
IPR035411	Putative DNA-Binding protein G5P	interpro	family		PF17426	
IPR035447	DNA topoisomerase I, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.66.10,SSF55869	
IPR035516	DNA gyrase/topoisomerase IV, subunit A, C-terminal	interpro	homologous_superfamily		G3DSA:2.120.10.90,SSF101904	
IPR035616	MvaT, DNA-binding domain	interpro	domain		PF22055,cd16170	
IPR035697	DNA-directed RNA polymerase III subunit RPC1, N-terminal	interpro	domain		cd02583	
IPR035698	DNA-directed RNA polymerase III subunit RPC1, C-terminal	interpro	domain		cd02736	
IPR035858	STAT5a/5b, DNA-binding domain	interpro	domain		cd16849	GO:0003700
IPR036078	Spo11/DNA topoisomerase VI subunit A superfamily	interpro	homologous_superfamily		SSF56726	GO:0003677,GO:0005694
IPR036134	Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily	interpro	homologous_superfamily		SSF48173	
IPR036185	DNA helicase, DnaB-like, N-terminal domain superfamily	interpro	homologous_superfamily		SSF48024	GO:0003678,GO:0005524,GO:0006260
IPR036187	DNA mismatch repair protein MutS, core domain superfamily	interpro	homologous_superfamily		SSF48334	
IPR036202	DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily	interpro	homologous_superfamily		SSF56741	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR036207	B-form DNA mimic Ocr	interpro	homologous_superfamily		G3DSA:1.20.120.780,SSF101059	
IPR036217	Methylated DNA-protein cysteine methyltransferase, DNA binding domain	interpro	homologous_superfamily		SSF46767	
IPR036362	Adenovirus DNA-binding, N-terminal domain superfamily	interpro	homologous_superfamily		SSF47724,G3DSA:1.10.269.10	GO:0003677,GO:0006260,GO:0006351
IPR036367	Adenovirus DNA-binding, C-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.90.148.10	GO:0003677
IPR036368	Adenovirus DNA-binding, zinc binding domain superfamily	interpro	homologous_superfamily		SSF57917	GO:0003677
IPR036388	Winged helix-like DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.10	
IPR036390	Winged helix DNA-binding domain superfamily	interpro	homologous_superfamily		SSF46785	
IPR036395	Copper fist DNA-binding domain superfamily	interpro	homologous_superfamily		SSF57879,G3DSA:3.90.430.10	GO:0003677,GO:0003700,GO:0005507,GO:0006355,GO:0005634
IPR036407	DM DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.1040.10,SSF82927	GO:0043565,GO:0006355
IPR036410	Heat shock protein DnaJ, cysteine-rich domain superfamily	interpro	homologous_superfamily		SSF57938	
IPR036431	ARID DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.150.60,SSF46774	GO:0003677
IPR036599	DNA ligase, ATP-dependent, N-terminal domain superfamily	interpro	homologous_superfamily		SSF117018,G3DSA:1.10.3260.10	GO:0003677,GO:0003910,GO:0006281,GO:0006310
IPR036623	Hemimethylated DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.30.390,SSF141255	GO:0003677
IPR036631	Methylated DNA-protein cysteine methyltransferase domain superfamily	interpro	homologous_superfamily		SSF53155	GO:0003908,GO:0006281
IPR036638	Helix-loop-helix DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.280.10,SSF47459	GO:0046983
IPR036643	DNA-directed RNA polymerase, insert domain superfamily	interpro	homologous_superfamily		SSF56553,G3DSA:2.170.120.12	
IPR036654	DNA polymerase III, psi subunit superfamily	interpro	homologous_superfamily		SSF102220,G3DSA:3.40.50.10220	GO:0003887,GO:0008408,GO:0006260
IPR036657	DNA-binding protein Tfx superfamily, archaea	interpro	homologous_superfamily		G3DSA:3.30.1190.10,SSF89915	GO:0003677
IPR036745	DNA polymerase III-theta superfamily	interpro	homologous_superfamily		G3DSA:1.20.58.250,SSF46575	GO:0003677,GO:0003887,GO:0006260
IPR036763	Putative dsDNA mimic superfamily	interpro	homologous_superfamily		G3DSA:3.10.450.140,SSF102816	
IPR036768	DNA polymerase III subunit chi superfamily	interpro	homologous_superfamily		SSF102400,G3DSA:3.40.50.10110	
IPR036775	DNA polymerase, Y-family, little finger domain superfamily	interpro	homologous_superfamily		SSF100879,G3DSA:3.30.1490.100	GO:0003684,GO:0006281
IPR036835	Replication modulator SeqA, C-terminal DNA-binding domain superfamily	interpro	homologous_superfamily		SSF82808,G3DSA:1.20.1380.10	GO:0003677
IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.240.10,SSF57701	GO:0000981,GO:0008270,GO:0006355
IPR036887	HTH APSES-type DNA-binding domain superfamily	interpro	homologous_superfamily		SSF54616,G3DSA:3.10.260.10	GO:0003677
