Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR034699	DNA-directed DNA polymerase T7  Molecular Function	interpro	family		MF_04101	GO:0008408,GO:0006261
IPR034749	DNA-directed DNA polymerase T4 type  Molecular Function	interpro	family		MF_04100	GO:0003677,GO:0003887,GO:0008408,GO:0039693
IPR035209	Floricaula/leafy, DNA-binding C-terminal domain  Molecular Function	interpro	domain		PF17538	GO:0003677
IPR035858	STAT5a/5b, DNA-binding domain  Molecular Function	interpro	domain		cd16849	GO:0003700
IPR036078	Spo11/DNA topoisomerase VI subunit A superfamily  Molecular Function	interpro	homologous_superfamily		SSF56726	GO:0003677,GO:0005694
IPR036185	DNA helicase, DnaB-like, N-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF48024	GO:0003678,GO:0005524,GO:0006260
IPR036202	DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF56741	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR036362	Adenovirus DNA-binding, N-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF47724,G3DSA:1.10.269.10	GO:0003677,GO:0006260,GO:0006351
IPR036367	Adenovirus DNA-binding, C-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.90.148.10	GO:0003677
IPR036368	Adenovirus DNA-binding, zinc binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF57917	GO:0003677
IPR036395	Copper fist DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF57879,G3DSA:3.90.430.10	GO:0003677,GO:0003700,GO:0005507,GO:0006355,GO:0005634
IPR036407	DM DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:4.10.1040.10,SSF82927	GO:0043565,GO:0006355
IPR036431	ARID DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:1.10.150.60,SSF46774	GO:0003677
IPR036599	DNA ligase, ATP-dependent, N-terminal domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF117018,G3DSA:1.10.3260.10	GO:0003677,GO:0003910,GO:0006281,GO:0006310
IPR036623	Hemimethylated DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.30.30.390,SSF141255	GO:0003677
IPR036631	Methylated DNA-protein cysteine methyltransferase domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF53155	GO:0003908,GO:0006281
IPR036638	Helix-loop-helix DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:4.10.280.10,SSF47459	GO:0046983
IPR036654	DNA polymerase III, psi subunit superfamily  Molecular Function	interpro	homologous_superfamily		SSF102220,G3DSA:3.40.50.10220	GO:0003887,GO:0008408,GO:0006260
IPR036657	DNA-binding protein Tfx superfamily, archaea  Molecular Function	interpro	homologous_superfamily		G3DSA:3.30.1190.10,SSF89915	GO:0003677
IPR036745	DNA polymerase III-theta superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:1.20.58.250,SSF46575	GO:0003677,GO:0003887,GO:0006260
IPR036775	DNA polymerase, Y-family, little finger domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF100879,G3DSA:3.30.1490.100	GO:0003684,GO:0006281
IPR036835	Replication modulator SeqA, C-terminal DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF82808,G3DSA:1.20.1380.10	GO:0003677
IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:4.10.240.10,SSF57701	GO:0000981,GO:0008270,GO:0006355
IPR036887	HTH APSES-type DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF54616,G3DSA:3.10.260.10	GO:0003677
IPR036977	DNA Primase, CHC2-type zinc finger  Molecular Function	interpro	homologous_superfamily		G3DSA:3.90.580.10	GO:0003677,GO:0008270,GO:0006260
IPR036995	Methylpurine-DNA glycosylase superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.10.300.10	GO:0003677,GO:0003905,GO:0006284
IPR037007	Epstein Barr virus nuclear antigen-1, DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.30.70.390	GO:0003677,GO:0042025
IPR037033	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.40.270.10	GO:0003677,GO:0003899,GO:0006351
IPR037057	DNA mismatch repair MutH/Type II restriction endonuclease superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.40.600.10	GO:0003677,GO:0004519
IPR037059	Rel homology domain (RHD), DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.60.40.340	GO:0003677,GO:0003700,GO:0006355
IPR037095	RBP-J/Cbf11, DNA binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.60.40.1450	GO:0003677,GO:0003700,GO:0006355,GO:0005634
IPR037141	NDT80 DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.60.40.1390	GO:0003700
IPR037146	Colicin/pyocin, DNase domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:3.90.540.10	GO:0004519
IPR037392	YfmP, Helix-Turn-Helix DNA binding domain  Molecular Function	interpro	domain		cd04774	GO:0003677,GO:0006355
IPR037489	DNA repair RAD52-like protein  Molecular Function	interpro	family		PTHR34050	GO:0003677,GO:0000724
IPR037540	DNA-binding protein, Adenovirus  Molecular Function	interpro	family		MF_04054	GO:0003677,GO:0006268
IPR037706	DNA-dependent protein kinase catalytic subunit, catalytic domain  Molecular Function	interpro	domain		cd05172	GO:0004677,GO:0006281
IPR038173	Transcription factor COE, DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.60.40.3180	GO:0003677
IPR038859	DNA-binding protein RHL1  Molecular Function	interpro	family		PTHR35698	GO:0003677,GO:0042023
IPR038973	DNA mismatch repair protein MutL/Mlh/Pms-like  Molecular Function	interpro	family		PTHR10073	GO:0016887,GO:0140664,GO:0006298,GO:0032300
IPR039000	ATP-dependent DNA helicase DinG  Molecular Function	interpro	family		MF_02205	GO:0003678
IPR039134	Single-strand selective monofunctional uracil DNA glycosylase  Molecular Function	interpro	family		cd19374,PTHR13235	GO:0017065,GO:0006284
IPR039673	DNA-binding protein SATB1/SATB2  Molecular Function	interpro	family		PTHR15116	GO:0003677,GO:0006338
IPR039729	DNA fragmentation factor 40  Molecular Function	interpro	family		PTHR13067	GO:0004520,GO:0006309
IPR039747	DNA-directed RNA polymerases I, II, and III subunit RPABC4  Molecular Function	interpro	family		PTHR12056	GO:0003899,GO:0008270
IPR039748	DNA-directed RNA polymerase III subunit RPC3  Molecular Function	interpro	family		PTHR12949	GO:0003697,GO:0005666
IPR039779	RFX-like DNA-binding protein  Molecular Function	interpro	family		PTHR12619	GO:0003700
IPR041222	Primosomal protein N', 3' DNA-binding domain  Molecular Function	interpro	domain		PF17764	GO:0003677
IPR041559	DNA ligase, ATP-dependent, bacteriophage T7-type, C-terminal  Molecular Function	interpro	domain		PF17879	GO:0003690
IPR041677	DNA2/NAM7 helicase, helicase domain  Molecular Function	interpro	domain		PF13086	GO:0004386
IPR042153	VDR, DNA-binding domain  Molecular Function	interpro	domain		cd06955	GO:0043565
IPR042361	Z-DNA-binding protein 1  Molecular Function	interpro	family		PTHR14966	GO:0003677,GO:0060340
IPR042429	Swi5-dependent recombination DNA repair protein 1 homolog  Molecular Function	interpro	family		PTHR28643	GO:0030374,GO:0000724,GO:0032798
IPR043182	Paired DNA-binding domain  Molecular Function	interpro	domain		PS00034	GO:0003677
IPR043183	DnaJ homolog subfamily B member 2/6-like  Molecular Function	interpro	family		PTHR45168	GO:0030544,GO:0051082,GO:0061077
IPR044101	Retinoid-related orphan receptors, DNA-binding domain  Molecular Function	interpro	domain		cd06968	GO:0043565
IPR044125	DNA Ligase 4, adenylation domain  Molecular Function	interpro	domain		cd07903	GO:0005524
IPR044147	Uracil DNA glycosylase family 5  Molecular Function	interpro	domain		cd10031	GO:0004844,GO:0033958,GO:0051536,GO:0006284
IPR044298	Adenine/Thymine-DNA glycosylase  Molecular Function	interpro	family		PTHR42944	GO:0016798,GO:0006284
IPR044634	J-protein Zuotin/DnaJC2  Molecular Function	interpro	family		PTHR43999	GO:0030544,GO:0043022,GO:0006450,GO:0051083
IPR044713	DnaJ homolog subfamily A member 1/2-like  Molecular Function	interpro	family		PTHR43888	GO:0030544,GO:0006457
IPR044811	DNA glycosylase, plant  Molecular Function	interpro	family		PTHR46213	GO:0019104,GO:0035514,GO:0141166
IPR044917	DNA-directed primase/polymerase protein  Molecular Function	interpro	family		PTHR31399	GO:0003887,GO:0003896,GO:0042276
IPR045076	DNA mismatch repair MutS  Molecular Function	interpro	family		PTHR48466,PTHR11361	GO:0005524,GO:0030983,GO:0140664,GO:0006298
IPR045173	DNA replication factor Cdt1  Molecular Function	interpro	family		PTHR28637	GO:0003677,GO:0030174,GO:0071163
IPR045303	HMGB9-like, ARID/BRIGHT DNA binding domain  Molecular Function	interpro	domain		cd16872	GO:0003677
IPR045830	AraR-like, winged helix DNA-binding domain  Molecular Function	interpro	domain		PF19368	GO:0003677
IPR045846	DNA polymerase alpha catalytic subunit, catalytic domain  Molecular Function	interpro	domain		cd05532	GO:0003887,GO:1902975
IPR045867	DNA-directed RNA polymerase, subunit beta-prime  Molecular Function	interpro	family		PTHR19376	GO:0003899,GO:0006351
IPR046360	T-box transcription factor, DNA-binding domain  Molecular Function	interpro	domain		PS50252,PF00907,SM00425,PR00937	GO:0003700,GO:0045893
IPR046367	GapR-like, DNA-binding domain  Molecular Function	interpro	domain		PF10073	GO:0003677
IPR046392	DNA primase, bacteriophage T4  Molecular Function	interpro	family		MF_04157	GO:0003896
IPR046393	Bacteriophage T4 DnaB-like replicative helicase  Molecular Function	interpro	family		MF_04155	GO:0003678,GO:0005524,GO:0032508
IPR046394	Bacteriophage T7 DNA helicase/primase  Molecular Function	interpro	family		MF_04154	GO:0003678,GO:0003896,GO:0005524
IPR046832	DNA helicase E1, DNA-binding domain, papillomavirus  Molecular Function	interpro	domain		PF20450	GO:0003677
IPR047091	Ethylene insensitive 3-like, DNA-binding domain  Molecular Function	interpro	domain		PF04873	GO:0003700
IPR047159	Retinoic acid receptor, DNA-binding domain  Molecular Function	interpro	domain		cd06964	GO:0003700
IPR047580	DNA polymerase gamma, palm domain  Molecular Function	interpro	domain		cd08641	GO:0003887,GO:0006264
IPR047587	DNA-(apurinic or apyrimidinic site) endonuclease  Molecular Function	interpro	family		MF_04167	GO:0003906,GO:0099015
IPR048576	DNA-binding protein Rv2175c, wHTH domain  Molecular Function	interpro	domain		PF21531	GO:0003677
IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain  Molecular Function	interpro	domain		cd06960	GO:0000978
IPR053848	DNA polymerase IV/DNA polymerase iota-like, thumb domain  Molecular Function	interpro	domain		PF21999	GO:0003887
Accession	Name Biological Process	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR000035	Alkylbase DNA glycosidase, conserved site  Biological Process	interpro	conserved_site		PS00516	GO:0003905,GO:0006281
IPR000093	DNA recombination protein RecR  Biological Process	interpro	family		PTHR30446,MF_00017,TIGR00615	GO:0003677,GO:0046872,GO:0006281,GO:0006310
IPR000123	RNA-directed DNA polymerase (reverse transcriptase), msDNA  Biological Process	interpro	family		cd03487,PR00866	GO:0003723,GO:0003964,GO:0006278
IPR000201	Hepadnaviral P protein, N-terminal  Biological Process	interpro	domain		PF00242	GO:0003677,GO:0003887,GO:0006260
IPR000214	Zinc finger, DNA glycosylase/AP lyase-type  Biological Process	interpro	domain		PS51066	GO:0003906,GO:0008270,GO:0016799,GO:0006284
IPR000232	Heat shock factor (HSF)-type, DNA-binding  Biological Process	interpro	domain		PS00434,SM00415,PF00447,PR00056	GO:0003700,GO:0043565,GO:0006355
IPR000268	DNA-directed RNA polymerase subunit RPABC5/Rpb10  Biological Process	interpro	family		PTHR23431,MF_00250,PIRSF005653,PF01194	GO:0003677,GO:0003899,GO:0006351
IPR000380	DNA topoisomerase, type IA  Biological Process	interpro	family		PTHR42785,PTHR11390	GO:0003677,GO:0003917,GO:0006265
IPR000432	DNA mismatch repair protein MutS, C-terminal  Biological Process	interpro	domain		PS00486,PF00488,SM00534	GO:0005524,GO:0030983,GO:0006298
IPR000565	DNA topoisomerase, type IIA, subunit B  Biological Process	interpro	family		PR01159	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR000635	Viral ssDNA-binding protein  Biological Process	interpro	family		MF_04007,PF00747	GO:0003697,GO:0006260,GO:0042025
IPR000637	HMG-I/HMG-Y, DNA-binding, conserved site  Biological Process	interpro	conserved_site		PS00354	GO:0006355
IPR000977	DNA ligase, ATP-dependent  Biological Process	interpro	family		TIGR00574	GO:0003910,GO:0005524,GO:0071897
IPR001001	DNA polymerase III, beta sliding clamp  Biological Process	interpro	family		PIRSF000804,cd00140,PTHR30478,TIGR00663,SM00480	GO:0003677,GO:0006260,GO:0009360
IPR001083	Copper fist DNA-binding domain  Biological Process	interpro	domain		SM01090,SM00412,PR00617,PF00649,PS50073,PS01119	GO:0003677,GO:0003700,GO:0005507,GO:0006355
IPR001098	DNA-directed DNA polymerase, family A, palm domain  Biological Process	interpro	domain		SM00482,PF00476	GO:0003677,GO:0003887,GO:0006260
IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain  Biological Process	interpro	domain		cd00067,PS50048,PS00463,SM00066,PF00172	GO:0000981,GO:0008270,GO:0006355
IPR001154	DNA topoisomerase II, eukaryotic-type  Biological Process	interpro	family		PR01158	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR001177	DNA helicase E1, C-terminal, Papillomavirus  Biological Process	interpro	domain		PF00519	GO:0003677,GO:0003678,GO:0005524,GO:0006260
IPR001238	DNA-binding, RecF  Biological Process	interpro	family		MF_00365,TIGR00611	GO:0003697,GO:0005524,GO:0006281
IPR001241	DNA topoisomerase, type IIA  Biological Process	interpro	family		SM00433	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR001275	DM DNA-binding domain  Biological Process	interpro	domain		PS50809,PF00751,PS40000,SM00301	GO:0043565,GO:0006355
IPR001497	Methylated-DNA-[protein]-cysteine S-methyltransferase, active site  Biological Process	interpro	active_site		PS00374	GO:0003908,GO:0006281
IPR001514	DNA-directed RNA polymerase, 30-40kDa subunit, conserved site  Biological Process	interpro	conserved_site		PS00446	GO:0003677,GO:0003899,GO:0006351
IPR001529	DNA-directed RNA polymerase, M/15kDa subunit  Biological Process	interpro	domain		SM00661,PF02150	GO:0006351
IPR001631	DNA topoisomerase I  Biological Process	interpro	family		PR00416	GO:0003677,GO:0003917,GO:0006265
IPR001679	NAD-dependent DNA ligase  Biological Process	interpro	family		MF_01588,TIGR00575,PIRSF001604	GO:0003911,GO:0006260,GO:0006281
IPR001801	DNA-binding protein H-NS-like  Biological Process	interpro	family		PIRSF002096	GO:0003677,GO:0030527,GO:0006355
IPR001845	HTH ArsR-type DNA-binding domain  Biological Process	interpro	domain		PS50987,PF01022,SM00418,PR00778	GO:0003700,GO:0006355
IPR001867	OmpR/PhoB-type DNA-binding domain  Biological Process	interpro	domain		cd00383,SM00862,PS51755,PF00486	GO:0003677,GO:0000160,GO:0006355
IPR001957	Chromosomal replication control, initiator DnaA  Biological Process	interpro	family		MF_00377,TIGR00362	GO:0003677,GO:0003688,GO:0005524,GO:0006270,GO:0006275
IPR002008	DNA polymerase family X, beta-like  Biological Process	interpro	family		PR00870	GO:0003677,GO:0006281
IPR002043	Uracil-DNA glycosylase family 1  Biological Process	interpro	family		cd10027,MF_00148,TIGR00628,PTHR11264	GO:0004844,GO:0006281,GO:0006284
IPR002052	DNA methylase, N-6 adenine-specific, conserved site  Biological Process	interpro	conserved_site		PS00092	GO:0003676,GO:0008168,GO:0032259
IPR002092	DNA-directed RNA polymerase, phage-type  Biological Process	interpro	family		PS00489,PS00900,PTHR10102	GO:0003677,GO:0003899,GO:0006351
IPR002099	DNA mismatch repair protein MutL/Mlh/PMS  Biological Process	interpro	family		TIGR00585	GO:0005524,GO:0030983,GO:0006298
IPR002176	Crossover junction endodeoxyribonuclease RuvC  Biological Process	interpro	family		cd16962,PTHR30194,MF_00034,TIGR00228,PR00696,PF02075	GO:0004520,GO:0006281,GO:0006310
IPR002205	DNA topoisomerase, type IIA, domain A  Biological Process	interpro	domain		cd00187,PF00521,SM00434	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR002288	DNA gyrase B subunit, C-terminal  Biological Process	interpro	domain		PF00986	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR002297	DNA-directed DNA-polymerase, family A, mitochondria  Biological Process	interpro	family		PTHR10267,PIRSF000797,PR00867	GO:0003677,GO:0006260,GO:0005760
IPR002298	DNA polymerase A  Biological Process	interpro	family		PTHR10133,PR00868	GO:0003887,GO:0006261
IPR002706	DNA-repair protein Xrcc1, N-terminal  Biological Process	interpro	domain		PF01834	GO:0003684,GO:0000012,GO:0005634
IPR002755	DNA primase, small subunit  Biological Process	interpro	family		PF01896	GO:0003896,GO:0006269
IPR003133	T antigen, Ori-binding  Biological Process	interpro	domain		PS51287,PF02217	GO:0003688,GO:0006260
IPR003150	DNA-binding RFX-type winged-helix domain  Biological Process	interpro	domain		PS51526,PF02257	GO:0003677,GO:0006355
IPR003166	Transcription factor TFIIE beta subunit, DNA-binding domain  Biological Process	interpro	domain		cd07977,PF02186,PS51351	GO:0006367
IPR003176	Adenovirus DNA-binding, all-alpha domain  Biological Process	interpro	domain		PF02236	GO:0003677,GO:0006268
IPR003180	Methylpurine-DNA glycosylase  Biological Process	interpro	family		cd00540,MF_00527,PF02245,TIGR00567,PTHR10429	GO:0003677,GO:0003905,GO:0006284
IPR003202	DNA polymerase processivity factor (UL42)  Biological Process	interpro	family		PF02282	GO:0003677,GO:0006260
IPR003310	G/T mismatch-specific thymine DNA glycosylasee TDG-like, eukaryotes  Biological Process	interpro	family		TIGR00584	GO:0000700,GO:0006285
IPR003316	E2F/DP family, winged-helix DNA-binding domain  Biological Process	interpro	domain		SM01372,PF02319	GO:0006355,GO:0005667
IPR003488	DNA recombination-mediator protein A  Biological Process	interpro	family		PTHR43022,TIGR00732,PF02481	GO:0009294
IPR003498	Probable DNA packing protein, C-terminal  Biological Process	interpro	domain		PF02499	GO:0051276
IPR003499	Probable DNA packing protein, N-terminal  Biological Process	interpro	domain		PF02500	GO:0051276
IPR003512	Bacteriophage M13, G5P, DNA-binding  Biological Process	interpro	family		PF02303	GO:0003697,GO:0006260
IPR003583	Helix-hairpin-helix DNA-binding motif, class 1  Biological Process	interpro	domain		SM00278	GO:0003677,GO:0006281
IPR003601	DNA topoisomerase, type IA, domain 2  Biological Process	interpro	domain		SM00436	GO:0003677,GO:0003916,GO:0006265
IPR003602	DNA topoisomerase, type IA, DNA-binding domain  Biological Process	interpro	domain		SM00437	GO:0003677,GO:0003916,GO:0006265
IPR003701	DNA double-strand break repair protein Mre11  Biological Process	interpro	family		PIRSF000882,TIGR00583	GO:0004520,GO:0008296,GO:0006302,GO:0030870
IPR003716	DNA-directed RNA polymerase, omega subunit  Biological Process	interpro	family		PTHR34476,MF_00366,TIGR00690	GO:0003899,GO:0006351
IPR004026	Ada DNA repair, metal-binding  Biological Process	interpro	domain		PF02805	GO:0003677,GO:0008168,GO:0008270,GO:0006281,GO:0006355
IPR004085	DNA topoisomerase VI, subunit A  Biological Process	interpro	family		MF_00132,PR01552	GO:0003677,GO:0003918,GO:0006265,GO:0005694
IPR004149	Zinc-finger, NAD-dependent DNA ligase C4-type  Biological Process	interpro	domain		PF03119	GO:0003911,GO:0006260,GO:0006281
IPR004150	NAD-dependent DNA ligase, OB-fold  Biological Process	interpro	domain		PF03120	GO:0003911,GO:0006260,GO:0006281
IPR004186	Epstein Barr virus nuclear antigen-1, DNA-binding  Biological Process	interpro	domain		PF02905	GO:0003677,GO:0006275,GO:0045893,GO:0042025
IPR004190	DNA polymerase processivity factor  Biological Process	interpro	domain		PF02916	GO:0006260
IPR004191	Integrase, Tn916-type, N-terminal DNA binding  Biological Process	interpro	domain		PF02920	GO:0003677,GO:0008907,GO:0015074
IPR004230	DNA mismatch repair protein MutH  Biological Process	interpro	family		MF_00759,TIGR02248	GO:0003677,GO:0004519,GO:0006304
IPR004475	DNA polymerase II large subunit DP2  Biological Process	interpro	family		PTHR42210,MF_00324,PIRSF016275,TIGR00354	GO:0003677,GO:0003887,GO:0006260
IPR004504	DNA repair protein RadA  Biological Process	interpro	family		MF_01498,TIGR00416	GO:0003684,GO:0005524,GO:0006281
IPR004519	DNA-directed RNA polymerase, subunit E/RPC8  Biological Process	interpro	family		TIGR00448	GO:0003677,GO:0003899,GO:0006351
IPR004577	8-oxoguanine DNA-glycosylase  Biological Process	interpro	family		TIGR00588	GO:0008534,GO:0034039,GO:0006284
IPR004580	DNA repair protein Rad18, fungi  Biological Process	interpro	family		TIGR00599	GO:0003697,GO:0061630,GO:0006301,GO:0006513
IPR004583	DNA repair protein Rad4  Biological Process	interpro	family		PTHR12135	GO:0003684,GO:0006289,GO:0005634
IPR004584	DNA repair protein Rad50, eukaryotes  Biological Process	interpro	family		TIGR00606	GO:0016887,GO:0000723,GO:0006281,GO:0005634,GO:0030870
IPR004585	DNA recombination/repair protein Rad52  Biological Process	interpro	family		TIGR00607	GO:0000724,GO:0000730,GO:0045002,GO:0005634
IPR004589	DNA helicase, ATP-dependent, RecQ type  Biological Process	interpro	family		TIGR00614	GO:0004386,GO:0006310
IPR004590	DNA single-strand annealing protein RecT  Biological Process	interpro	family		TIGR00616	GO:0003677,GO:0006259
IPR004597	DNA-3-methyladenine glycosylase I  Biological Process	interpro	family		TIGR00624	GO:0008725,GO:0006284
IPR004603	DNA mismatch endonuclease VSR  Biological Process	interpro	family		cd00221,PIRSF018267,TIGR00632,PF03852	GO:0004519,GO:0006298
IPR004604	DNA recombination/repair protein RecN  Biological Process	interpro	family		PIRSF003128,TIGR00634,PTHR11059	GO:0005524,GO:0006281,GO:0006310
IPR004605	Holliday junction branch migration complex subunit RuvB  Biological Process	interpro	family		PTHR42848,MF_00016,TIGR00635	GO:0003677,GO:0005524,GO:0009378,GO:0006281,GO:0006310
IPR004609	ATP-dependent DNA helicase RecG  Biological Process	interpro	family		TIGR00643	GO:0003678,GO:0006281,GO:0006310
IPR004615	DNA polymerase III, psi subunit  Biological Process	interpro	family		PIRSF029225,PF03603	GO:0003887,GO:0008408,GO:0006260
IPR004622	DNA polymerase III, delta prime subunit  Biological Process	interpro	domain		TIGR00678	GO:0003887,GO:0008408,GO:0006260
IPR004805	Error-prone DNA polymerase/DNA polymerase III subunit alpha DnaE/PolC  Biological Process	interpro	family		PTHR32294,TIGR00594	GO:0008408,GO:0006260
IPR004868	DNA-directed DNA polymerase, family B, mitochondria/virus  Biological Process	interpro	domain		PF03175	GO:0000166,GO:0003677,GO:0003887,GO:0006260
IPR004947	Deoxyribonuclease II  Biological Process	interpro	family		PTHR10858,PF03265	GO:0004531,GO:0006259
IPR004973	DNA-directed RNA polymerase, 18kDa subunit, poxviral  Biological Process	interpro	family		PF03293	GO:0003677,GO:0003899,GO:0019083
IPR004996	DNA helicase/primase complex-associated protein  Biological Process	interpro	family		MF_04010,PF03324	GO:0019079
IPR005059	DNA-directed RNA polymerase, 35kDa subunit, poxviral  Biological Process	interpro	family		PF03396,PIRSF000746	GO:0003677,GO:0003899,GO:0019083
IPR005104	Winged helix-turn-helix transcription repressor, HrcA DNA-binding domain  Biological Process	interpro	domain		PF03444	GO:0003677,GO:0006355
IPR005319	Peptidase S48, DNA-binding transcriptional activator HetR  Biological Process	interpro	family		MF_00781,PF03574	GO:0003677,GO:0004252,GO:0043158
IPR005376	Adenovirus DNA-binding, zinc-binding domain  Biological Process	interpro	domain		PF03728	GO:0003677,GO:0008270,GO:0006260
IPR005412	DNA-binding protein Fis  Biological Process	interpro	family		MF_00166,PIRSF002097,PR01591	GO:0003677,GO:0006355
IPR005570	DNA-directed RNA polymerases I, II, and III subunit RPABC3  Biological Process	interpro	family		PF03870,SM00658,PIRSF000779,PTHR10917	GO:0003899,GO:0006351
IPR005733	DNA topoisomerase I, bacterial-type  Biological Process	interpro	family		TIGR01051	GO:0003677,GO:0003917,GO:0006265
IPR005734	DNA topoisomerase VI, subunit B  Biological Process	interpro	family		MF_00322,TIGR01052,PIRSF006553	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR005737	DNA topoisomerase IV, subunit B, Gram-negative  Biological Process	interpro	family		MF_00938,TIGR01055,PR01098	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005738	DNA topoisomerase III  Biological Process	interpro	family		MF_00953,TIGR01056	GO:0003677,GO:0003916,GO:0006265
IPR005739	DNA topoisomerase I, archeal-type  Biological Process	interpro	family		TIGR01057	GO:0003677,GO:0003916,GO:0006265
IPR005740	DNA topoisomerase 4 subunit B, Firmicutes/Mollicutes  Biological Process	interpro	family		MF_00939,TIGR01058	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005741	DNA topoisomerase IV subunit A, Gram-positive  Biological Process	interpro	family		MF_00937,TIGR01061	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005742	DNA topoisomerase IV, subunit A, Gram-negative  Biological Process	interpro	family		MF_00936	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005743	DNA gyrase, subunit A  Biological Process	interpro	family		MF_01897	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR005748	DNA mismatch repair protein MutS  Biological Process	interpro	family		MF_00096,TIGR01070	GO:0005524,GO:0030983,GO:0006298
IPR005751	ATP-dependent DNA helicase PcrA  Biological Process	interpro	family		TIGR01073	GO:0003678,GO:0006268,GO:0005737
IPR005752	ATP-dependent DNA helicase Rep  Biological Process	interpro	family		MF_01920,TIGR01074	GO:0003677,GO:0003678,GO:0005524,GO:0006268
IPR005753	DNA helicase, ATP-dependent, UvrD type  Biological Process	interpro	family		TIGR01075	GO:0003678,GO:0006268,GO:0005737
IPR005790	DNA polymerase III, delta subunit  Biological Process	interpro	family		TIGR01128	GO:0003677,GO:0006260
IPR006054	DNA polymerase III epsilon subunit, exonuclease domain  Biological Process	interpro	domain		TIGR00573	GO:0003677,GO:0003887,GO:0006260
IPR006167	DNA repair protein XPF  Biological Process	interpro	family		TIGR00596	GO:0003697,GO:0004520,GO:0006281
IPR006199	LexA repressor, DNA-binding domain  Biological Process	interpro	domain		PF01726	GO:0004252,GO:0006508
IPR006293	DNA helicase, ATP-dependent, RecQ type, bacterial  Biological Process	interpro	family		TIGR01389	GO:0003678,GO:0006310,GO:0009432
IPR006295	DNA primase, DnaG  Biological Process	interpro	domain		TIGR01391	GO:0003896,GO:0006269
IPR006308	DNA polymerase III, alpha subunit, PolC-type, Gram-positive bacteria  Biological Process	interpro	family		MF_00356,TIGR01405	GO:0003677,GO:0003887,GO:0006260,GO:0005737
IPR006309	DNA polymerase 3, epsilon subunit  Biological Process	interpro	family		cd06131,TIGR01406	GO:0003677,GO:0003887,GO:0006260
IPR006345	ATP-dependent RecD2 DNA helicase  Biological Process	interpro	family		TIGR01448,MF_01488	GO:0003677,GO:0043139,GO:0032508
IPR006691	DNA gyrase/topoisomerase IV, subunit A, C-terminal repeat  Biological Process	interpro	repeat		PF03989	GO:0003677,GO:0003916,GO:0005524,GO:0006265
IPR006779	DNA binding protein S1FA  Biological Process	interpro	family		PTHR35298,PF04689	GO:0003677,GO:0006355,GO:0005634
